127.0.0.1 - - [24/Apr/2017:23:31:31 -0700] "GET / HTTP/1.1" 404 1073
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:33 -0700] "GET /HW5/Main HTTP/1.1" 200 590
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:33 -0700] "GET /HW5/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:33 -0700] "GET /favicon.ico HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:35 -0700] "GET /HW5/Register;jsessionid=6C4D0B53F9BDE995D6FFC7AFACAAF094 HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:38 -0700] "GET /HW5/Main HTTP/1.1" 200 590
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:39 -0700] "GET /HW5/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:48 -0700] "POST /HW5/Register HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:48 -0700] "GET /HW5/Login HTTP/1.1" 200 763
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:31:59 -0700] "POST /HW5/Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:00 -0700] "GET /HW5/Homepage HTTP/1.1" 200 913
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:00 -0700] "GET /HW5/img/filemanager.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:00 -0700] "GET /HW5/img/layout/header_bg.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:00 -0700] "GET /HW5/img/layout/header.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:04 -0700] "GET /HW5/Logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:04 -0700] "GET /HW5/Login HTTP/1.1" 200 763
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:06 -0700] "GET /HW5/Register HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:32:50 -0700] "GET /HW5/Register HTTP/1.1" 200 703
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:39:48 -0700] "POST /HW5/Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:39:48 -0700] "GET /HW5/Homepage HTTP/1.1" 200 913
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:39:50 -0700] "GET /HW5/NewFolder HTTP/1.1" 200 455
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:39:55 -0700] "POST /HW5/NewFolder HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:39:55 -0700] "GET /HW5/Homepage HTTP/1.1" 200 1911
0:0:0:0:0:0:0:1 - - [24/Apr/2017:23:39:56 -0700] "GET /HW5/Upload HTTP/1.1" 200 436
